Grades Report for 202308,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Thursday, February 1, 2024",,,,,,,,,,,,,Page 8 of 135,
Grades Report for 202308,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
ARCH,3510,4,Studio Clemson,62%,38%,0%,0%,0%,0%,0%,0%,0%,"del Monte, Richard",
ARCH,3520,1,Studio Charleston,45%,27%,27%,0%,0%,0%,0%,0%,0%,"Watson, Bradford A",
ARCH,3530,1,Studio Genoa,64%,36%,0%,0%,0%,0%,0%,0%,0%,"Lee, David M",
ARCH,4010,1,Architectural Portfolio,67%,22%,7%,0%,0%,0%,0%,4%,0%,"Mendez, Clarissa A",
ARCH,4010,2,Architectural Portfolio,70%,22%,7%,0%,0%,0%,0%,0%,0%,"Dorsey, Rayshad Earnest",
ARCH,4010,3,Architectural Portfolio,62%,29%,0%,0%,0%,0%,0%,5%,5%,"Hecker, Douglas A.",
ARCH,4010,4,Architectural Portfolio,79%,13%,8%,0%,0%,0%,0%,0%,0%,"Pass, Brandon George",
ARCH,4010,5,Architectural Portfolio,71%,6%,24%,0%,0%,0%,0%,0%,0%,"Spencer, Arielle",
ARCH,4210,1,Arch Seminar,20%,20%,50%,10%,0%,0%,0%,0%,0%,"Soyka, Gregory Anton",
ARCH,4520,1,Synthesis Studio,7%,71%,14%,0%,7%,0%,0%,0%,0%,"Mozo, Edgar Antonio",
ARCH,4710,1,Arch Hist of Place,60%,10%,20%,0%,10%,0%,0%,0%,0%,"Bello, Norman Edward",
ARCH,6990,11,Architectural Seminar,67%,17%,17%,0%,0%,0%,0%,0%,0%,"Soyka, Gregory Anton",
ARCH,8100,1,Visualization I,72%,20%,8%,0%,0%,0%,0%,0%,0%,"Harding, Daniel Nevin",
ARCH,8210,1,Research Methods,88%,11%,0%,0%,2%,0%,0%,0%,0%,"Battisto, Dina G.",
ARCH,8410,1,Arch Studio I,33%,50%,0%,0%,17%,0%,0%,0%,0%,"Laurence, Peter L",
ARCH,8410,2,Arch Studio I,33%,50%,8%,0%,8%,0%,0%,0%,0%,"Trick, Amy Christine",
ARCH,8510,1,Design Studio III,53%,47%,0%,0%,0%,0%,0%,0%,0%,"Franco Santa Cruz, David",
ARCH,8510,2,Design Studio III,29%,65%,0%,0%,6%,0%,0%,0%,0%,"Pass, Brandon George",
ARCH,8510,3,Design Studio III,63%,38%,0%,0%,0%,0%,0%,0%,0%,"Mihalache, Andreea M",
ARCH,8600,1,History/Theory I,83%,13%,4%,0%,0%,0%,0%,0%,0%,"Terim, Berrin",
ARCH,8690,3,Topics in H/Th,17%,67%,8%,0%,8%,0%,0%,0%,0%,"Watson, Bradford A",
ARCH,8700,1,Structures I,83%,17%,0%,0%,0%,0%,0%,0%,0%,"Brown, Timothy Burl",
ARCH,8720,1,Productions and Performance,88%,10%,0%,0%,2%,0%,0%,0%,0%,"Blouin, Vincent Yves Marie",
ARCH,8810,2,Professional Practice Survey,84%,16%,0%,0%,0%,0%,0%,0%,0%,"Savory, Thomas Mark",
ARCH,8860,1,Health Facilities,46%,54%,0%,0%,0%,0%,0%,0%,0%,"Allison, David J",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Thursday, February 1, 2024",,,,,,,,,,,,,Page 9 of 135,
Grades Report for 202308,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
ARCH,8890,1,Mentorship,67%,33%,0%,0%,0%,0%,0%,0%,0%,"Charzewski, Jennifer Graham",
ARCH,8950,1,A+H Studio: Projects,50%,50%,0%,0%,0%,0%,0%,0%,0%,"Allison, David J",
ARCH,8970,1,A+H Studio: Hospital,36%,55%,9%,0%,0%,0%,0%,0%,0%,"Allison, David J",
ART,1050,1,Foundation Drawing I,57%,14%,7%,0%,7%,0%,0%,7%,7%,"Ferguson, Mandy Loraine",
ART,1050,3,Foundation Drawing I,40%,47%,13%,0%,0%,0%,0%,0%,0%,"Thum, Kathleen Ann",
ART,1510,1,Foundations Art I,73%,18%,9%,0%,0%,0%,0%,0%,0%,"Stevens, Brooks Harris",
ART,1510,2,Foundations Art I,64%,18%,9%,0%,9%,0%,0%,0%,0%,"Brandt, Kiley Ann",
ART,1510,401,Foundations Art I,46%,8%,23%,8%,8%,0%,0%,8%,0%,"Fulcher, Benjamin Austin",
ART,1520,1,Foundations Art II,67%,8%,17%,0%,8%,0%,0%,0%,0%,"Cummings, John Howard",
ART,1520,2,Foundations Art II,58%,42%,0%,0%,0%,0%,0%,0%,0%,"Stevens, Brooks Harris",
ART,1550,401,Foundations in Digital Art,75%,17%,0%,4%,0%,0%,0%,4%,0%,"Gerhard, David Sidney",
ART,2060,1,Beginning Drawing,62%,23%,8%,0%,0%,0%,0%,8%,0%,"Bolton, Jonathan Aden",
ART,2070,1,Beginning Painting,82%,18%,0%,0%,0%,0%,0%,0%,0%,"Rabanal, Megan Ashley",
ART,2100,1,Art Appreciation,93%,7%,0%,0%,0%,0%,0%,0%,0%,"Loflin, Glory Day",
ART,2100,2,Art Appreciation,83%,7%,7%,3%,0%,0%,0%,0%,0%,"Loflin, Glory Day",
ART,2100,3,Art Appreciation,83%,7%,7%,0%,3%,0%,0%,0%,0%,"Manson V, Joseph Richard",
ART,2100,7,Art Appreciation,86%,11%,0%,0%,4%,0%,0%,0%,0%,"Ferguson, Mandy Loraine",
ART,2100,8,Art Appreciation,75%,21%,0%,0%,0%,0%,0%,4%,0%,"Bolton, Jonathan Aden",
ART,2100,9,Art Appreciation,96%,4%,0%,0%,0%,0%,0%,0%,0%,"Ferguson, Mandy Loraine",
ART,2110,1,Begin Printmaking,86%,7%,0%,0%,7%,0%,0%,0%,0%,"Ferguson, Mandy Loraine",
ART,2130,1,Begin Photography,77%,8%,0%,0%,8%,0%,0%,8%,0%,"Eckersley, Amber Nicole",
ART,2150,1,Begin Graphic Design,73%,20%,0%,0%,0%,0%,0%,7%,0%,"Sisk, Christopher Andrew",
ART,2170,1,Beginning Ceramics,50%,50%,0%,0%,0%,0%,0%,0%,0%,"Cummings, John Howard",
AS,3090,1,Leading & Effective Comm I,92%,8%,0%,0%,0%,0%,0%,0%,0%,"Golka, MacKenzie",
ASL,1010,1,Am Sign Lang I,71%,21%,4%,0%,0%,0%,0%,4%,0%,"Fattibene, Anthony Pasquale",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Thursday, February 1, 2024",,,,,,,,,,,,,Page 10 of 135,
Grades Report for 202308,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
ASL,1010,2,Am Sign Lang I,88%,13%,0%,0%,0%,0%,0%,0%,0%,"Fattibene, Anthony Pasquale",
ASL,1010,3,Am Sign Lang I,74%,17%,4%,4%,0%,0%,0%,0%,0%,"Goodrich, Tasha Lynette",
ASL,1010,4,Am Sign Lang I,79%,13%,8%,0%,0%,0%,0%,0%,0%,"Goodrich, Tasha Lynette",
ASL,1020,1,Am Sign Lang I,79%,13%,4%,0%,0%,0%,0%,4%,0%,"Goodrich, Tasha Lynette",
ASL,1020,2,Am Sign Lang I,83%,13%,4%,0%,0%,0%,0%,0%,0%,"Fattibene, Anthony Pasquale",
ASL,1020,3,Am Sign Lang I,75%,21%,4%,0%,0%,0%,0%,0%,0%,"Fattibene, Anthony Pasquale",
ASL,2010,1,Am Sign Lang II,74%,16%,0%,0%,11%,0%,0%,0%,0%,"Hurdich, Jason",
ASL,2010,2,Am Sign Lang II,80%,15%,0%,0%,5%,0%,0%,0%,0%,"Hurdich, Jason",
ASL,2010,4,Am Sign Lang II,45%,30%,15%,5%,0%,0%,0%,0%,5%,"Clements, William Ryals",
ASL,2010,5,Am Sign Lang II,75%,13%,6%,0%,6%,0%,0%,0%,0%,"Cripps, Jody Herbert",
ASL,2020,1,Am Sign Lang II,83%,11%,0%,6%,0%,0%,0%,0%,0%,"Clements, William Ryals",
ASL,3010,1,Advanced A S L I,83%,17%,0%,0%,0%,0%,0%,0%,0%,"Goodrich, Tasha Lynette",
ASTR,1010,1,Solar System Astronomy,49%,34%,12%,2%,1%,0%,0%,1%,0%,"Connick, David Edward",
ASTR,1010,2,Solar System Astronomy,36%,43%,14%,4%,1%,0%,0%,1%,0%,"Connick, David Edward",
ASTR,1020,1,Stellar Astronomy,59%,30%,7%,2%,0%,0%,0%,2%,0%,"Ajello, Marco",
ASTR,1030,1,Solar Systm Astr Lab,71%,21%,4%,0%,0%,0%,0%,4%,0%,"Connick, David Edward",
ASTR,1030,2,Solar Systm Astr Lab,92%,8%,0%,0%,0%,0%,0%,0%,0%,"Connick, David Edward",
ASTR,1030,3,Solar Systm Astr Lab,63%,21%,8%,0%,0%,0%,0%,8%,0%,"Connick, David Edward",
ASTR,1030,4,Solar Systm Astr Lab,88%,8%,4%,0%,0%,0%,0%,0%,0%,"Connick, David Edward",
ASTR,1030,6,Solar Systm Astr Lab,78%,13%,9%,0%,0%,0%,0%,0%,0%,"Connick, David Edward",
ASTR,1030,7,Solar Systm Astr Lab,83%,13%,0%,0%,4%,0%,0%,0%,0%,"Connick, David Edward",
ASTR,1030,8,Solar Systm Astr Lab,71%,21%,0%,0%,0%,0%,0%,8%,0%,"Connick, David Edward",
ASTR,1030,9,Solar Systm Astr Lab,88%,0%,4%,0%,0%,0%,0%,8%,0%,"Connick, David Edward",
ASTR,1030,10,Solar Systm Astr Lab,83%,9%,4%,0%,0%,0%,0%,4%,0%,"Connick, David Edward",
ASTR,1030,11,Solar Systm Astr Lab,88%,8%,0%,0%,0%,0%,0%,4%,0%,"Connick, David Edward",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Thursday, February 1, 2024",,,,,,,,,,,,,Page 11 of 135,
Grades Report for 202308,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
ASTR,1030,12,Solar Systm Astr Lab,57%,30%,0%,0%,4%,0%,0%,9%,0%,"Connick, David Edward",
ASTR,1040,1,Stellar Astr Lab,77%,23%,0%,0%,0%,0%,0%,0%,0%,"Connick, David Edward",
ASTR,1040,2,Stellar Astr Lab,71%,25%,0%,4%,0%,0%,0%,0%,0%,"Connick, David Edward",
ASTR,1040,3,Stellar Astr Lab,70%,17%,4%,0%,0%,0%,0%,9%,0%,"Connick, David Edward",
ASTR,1040,4,Stellar Astr Lab,71%,8%,13%,8%,0%,0%,0%,0%,0%,"Connick, David Edward",
ASTR,2200,1,Planetary Science,25%,17%,17%,0%,25%,0%,0%,17%,0%,"Fung, Jeffrey Chak Chee",
ASTR,8100,1,Astrophysics I: Rad Proc/Meas,57%,43%,0%,0%,0%,0%,0%,0%,0%,"Meyer, Bradley S",
AUD,1850,1,Intro to Audio Tech,40%,60%,0%,0%,0%,0%,0%,0%,0%,"Altstatt, Hamilton S",
AUE,2010,1,Human Factors/Fund of Veh Dsgn,77%,20%,3%,0%,0%,0%,0%,0%,0%,"Brooks, Johnell O",
AUE,2020,1,Intro to Automotive Systems,89%,11%,0%,0%,0%,0%,0%,0%,0%,"Kivett, Dee Ann Wood",
AUE,6080,1,Vehicle Testing & Characteriza,56%,33%,6%,0%,0%,0%,0%,6%,0%,"Poland, Jeffrey Blane",
AUE,6600,1,Dynamics of Vehicles,50%,40%,0%,0%,5%,0%,0%,5%,0%,"Schmid, Matthias Josef",
,,,,,,,,,,,,,Alexander,
AUE,6610,1,Adv & Electrified Powertrains,47%,47%,3%,0%,0%,0%,0%,3%,0%,"Lawler, Benjamin John",
AUE,8270,1,Auto Cntrl Sys Des,80%,16%,0%,0%,4%,0%,0%,0%,0%,"Zhu, Qilun",
AUE,8330,1,Auto Manuf Proc Devl,73%,24%,0%,0%,0%,0%,0%,2%,0%,"Krugh, Matthew Charles",
AUE,8350,1,Automotive Electronics Integra,62%,38%,0%,0%,0%,0%,0%,0%,0%,"Jia, Yunyi",
AUE,8690,1,Qual Assur Automotiv Manuf Sys,92%,8%,0%,0%,0%,0%,0%,0%,0%,"Kivett, Dee Ann Wood",
AUE,8700,1,Automotive Business Concepts,36%,63%,0%,0%,0%,0%,0%,1%,0%,"Mino, Michael George",
AUE,8810,1,Automotive Systems Overview,54%,39%,7%,0%,0%,0%,0%,0%,0%,"Forbes, James Wendell",
AUE,8930,1,Auto Appl Laser Additive Manuf,36%,64%,0%,0%,0%,0%,0%,0%,0%,"Liu, Shunyu",
AUE,9910,3,Doctoral Dissertation Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Jia, Yunyi",
AUE,9910,4,Doctoral Dissertation Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Krovi, Venkat Narayan",
AUE,9910,5,Doctoral Dissertation Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Lawler, Benjamin John",
AUE,9910,8,Doctoral Dissertation Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Mears, Michael L",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Thursday, February 1, 2024",,,,,,,,,,,,,Page 12 of 135,
Grades Report for 202308,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
AUE,9910,12,Doctoral Dissertation Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Prucka, Robert G",
AUE,9910,13,Doctoral Dissertation Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Rai, Rahul",
AUE,9910,14,Doctoral Dissertation Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Schmid, Matthias Josef",
,,,,,,,,,,,,,Alexander,
AVS,1000,1,Orientation to AVS,89%,6%,3%,0%,0%,0%,0%,3%,0%,"Vernon, Kristine Lang",
AVS,1000,2,Orientation to AVS,91%,6%,3%,0%,0%,0%,0%,0%,0%,"Vernon, Kristine Lang",
AVS,1000,3,Orientation to AVS,85%,15%,0%,0%,0%,0%,0%,0%,0%,"Vernon, Kristine Lang",
AVS,1500,1,Intro Animal Science,37%,39%,21%,2%,1%,0%,0%,0%,0%,"Bolt, Brian G",
AVS,1500,2,Intro Animal Science,33%,44%,14%,6%,0%,0%,0%,4%,0%,"Bolt, Brian G",
AVS,1510,1,Intro Ani Sci Lab,46%,39%,11%,0%,0%,0%,0%,4%,0%,"Miller, Richelle Lorraine",
AVS,1510,2,Intro Ani Sci Lab,43%,46%,11%,0%,0%,0%,0%,0%,0%,"Miller, Richelle Lorraine",
AVS,1510,3,Intro Ani Sci Lab,47%,50%,3%,0%,0%,0%,0%,0%,0%,"Miller, Richelle Lorraine",
AVS,1510,4,Intro Ani Sci Lab,25%,67%,8%,0%,0%,0%,0%,0%,0%,"Miller, Richelle Lorraine",
AVS,1510,5,Intro Ani Sci Lab,53%,33%,7%,3%,0%,0%,0%,3%,0%,"Jacobs, Joshua Luke",
AVS,1510,6,Intro Ani Sci Lab,56%,30%,7%,7%,0%,0%,0%,0%,0%,"Jacobs, Joshua Luke",
AVS,1510,7,Intro Ani Sci Lab,60%,33%,7%,0%,0%,0%,0%,0%,0%,"Jacobs, Joshua Luke",
AVS,1510,8,Intro Ani Sci Lab,50%,50%,0%,0%,0%,0%,0%,0%,0%,"Jacobs, Joshua Luke",
AVS,2010,1,Poultry Techniques,72%,20%,4%,0%,4%,0%,0%,0%,0%,"Anderson, Mallory Grace",
AVS,2040,1,Horse Care Techniques,75%,20%,5%,0%,0%,0%,0%,0%,0%,"Hwang, Erika Christine",
AVS,2040,2,Horse Care Techniques,90%,10%,0%,0%,0%,0%,0%,0%,0%,"Hwang, Erika Christine",
AVS,3010,1,Anat & Phys Dom Ani,30%,30%,30%,8%,0%,0%,0%,2%,0%,"Birrenkott, Glenn P",
AVS,3010,400,Anat & Phys Dom Ani,24%,21%,39%,13%,0%,0%,0%,0%,3%,"Birrenkott, Glenn P",
AVS,3020,1,Livestk Sel Eval I,79%,14%,7%,0%,0%,0%,0%,0%,0%,"Miller, Richelle Lorraine",
AVS,3100,1,Animal Health,84%,10%,3%,2%,0%,0%,0%,2%,0%,"Youssief, Mohammed",
,,,,,,,,,,,,,Abdelhay Elsayed,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Thursday, February 1, 2024",,,,,,,,,,,,,Page 13 of 135,
Grades Report for 202308,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
AVS,3700,1,Principles of Animal Nutrition,29%,24%,27%,5%,0%,0%,0%,15%,0%,"Long, Nathan M",
AVS,3750,1,Applied Animal Nutrition,13%,35%,39%,4%,4%,0%,0%,4%,0%,"Lascano, Gustavo Jose",
AVS,4090,1,Companion Animal Nutrition,50%,14%,29%,0%,0%,0%,0%,7%,0%,"Arguelles-Ramos, Mireille",
AVS,4090,2,Comp. Human & Vet Pathology,81%,19%,0%,0%,0%,0%,0%,0%,0%,"Bruner, Richard H",
AVS,4090,3,Companion Animal Mgt,76%,12%,6%,0%,0%,0%,0%,6%,0%,"Youssief, Mohammed",
,,,,,,,,,,,,,Abdelhay Elsayed,
AVS,4100,400,Domestic Ani Behav,95%,5%,0%,0%,0%,0%,0%,0%,0%,"Ali, Ahmed Badr Abdelwahab",
AVS,4110,1,Animal Growth and Development,57%,24%,12%,2%,0%,0%,0%,5%,0%,"Duckett, Susan Kay",
AVS,4140,1,Basic Immunology,42%,53%,0%,5%,0%,0%,0%,0%,0%,"Abdelaziz, Khaled",H
AVS,4150,1,Contemporary Issues in AVS,96%,4%,0%,0%,0%,0%,0%,0%,0%,"Strickland, James Robert",
AVS,4150,2,Contemporary Issues in AVS,90%,10%,0%,0%,0%,0%,0%,0%,0%,"Strickland, James Robert",
AVS,4150,3,Contemporary Issues in AVS,84%,11%,5%,0%,0%,0%,0%,0%,0%,"Strickland, James Robert",
AVS,4150,4,Contemporary Issues in AVS,74%,21%,5%,0%,0%,0%,0%,0%,0%,"Strickland, James Robert",
AVS,4160,1,Equine Exercise Phys,57%,29%,10%,5%,0%,0%,0%,0%,0%,"Vernon, Kristine Lang",
AVS,4410,3,AVS Teaching Experience,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Miller, Richelle Lorraine",
AVS,4420,2,AVS Extension Experience,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Bolt, Brian G",
AVS,4500,1,Sustain Livestock Product Sys,30%,60%,0%,0%,0%,0%,0%,10%,0%,"Aguerre, Matias Jose",
AVS,4530,1,Animal Reproduction,19%,38%,31%,6%,0%,0%,0%,6%,0%,"Pratt, Scott Lee",
AVS,4650,1,Animal Physiology I,52%,34%,10%,2%,0%,0%,0%,2%,0%,"Abdelaziz, Khaled",
AVS,4910,1,Undergrad Research Experience,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Pratt, Scott Lee",
AVS,4910,2,Tails Wagon Creating Dog Treat,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Strickland, James Robert",
AVS,4910,3,Forage Analysis,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Strickland, James Robert",
AVS,4910,6,Laying Hen Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Ali, Ahmed Badr Abdelwahab",
AVS,4910,8,Undergrad Research Experience,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Arguelles-Ramos, Mireille",
AVS,6140,1,Basic Immunology,20%,60%,20%,0%,0%,0%,0%,0%,0%,"Abdelaziz, Khaled",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Thursday, February 1, 2024",,,,,,,,,,,,,Page 14 of 135,
Grades Report for 202308,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
AVS,8010,3,Comp Human & Vet Pathology,67%,33%,0%,0%,0%,0%,0%,0%,0%,"Bruner, Richard H",
AVS,8050,1,Current Literature in AVS,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Jones, Jeryl C",
AVS,8070,1,Prin of Sci Writing in AFLS,60%,40%,0%,0%,0%,0%,0%,0%,0%,"Jones, Jeryl C",
AVS,8080,2,Comparative Nutrition,57%,29%,14%,0%,0%,0%,0%,0%,0%,"Arguelles-Ramos, Mireille",
BCHM,1030,1,Careers in Bioch/Gen,82%,10%,4%,2%,1%,0%,0%,1%,0%,"Starr-Moss, Alison Nicole",
BCHM,3010,1,Molecular Biochemistry,39%,26%,23%,13%,0%,0%,0%,0%,0%,"Ingram-Smith, Cheryl Jean",
BCHM,3050,1,Essen Elements Bioch,37%,30%,22%,7%,1%,0%,0%,2%,0%,"Beebe, Lindsey Lee",
BCHM,3050,2,Essen Elements Bioch,27%,39%,20%,10%,0%,0%,0%,2%,1%,"Beebe, Lindsey Lee",
BCHM,3050,3,Essen Elements Bioch,80%,13%,7%,0%,0%,0%,0%,0%,0%,"Anderson, Heidi Dodson",
BCHM,4310,1,Physical Approach to Biochem,32%,33%,23%,3%,4%,0%,0%,4%,0%,"Cao, Weiguo",
BCHM,4330,1,Physical Biochemistry Lab,75%,6%,6%,0%,6%,0%,0%,6%,0%,"Ford, Geoffrey T",
BCHM,4330,3,Physical Biochemistry Lab,81%,6%,6%,0%,6%,0%,0%,0%,0%,"Ford, Geoffrey T",
BCHM,4330,4,Physical Biochemistry Lab,80%,10%,0%,0%,0%,0%,0%,10%,0%,"Ford, Geoffrey T",
BCHM,4400,1,Bioinformatics,88%,10%,0%,0%,0%,0%,0%,2%,0%,"Feltus, Frank Alexander",
BCHM,4900,6,CI: C4C,91%,9%,0%,0%,0%,0%,0%,0%,0%,"Williams, Harolynn",
BCHM,4930,3,Senior Seminar,89%,11%,0%,0%,0%,0%,0%,0%,0%,"Morris, James C",
BCHM,6400,1,Bioinformatics,86%,0%,0%,0%,0%,0%,0%,14%,0%,"Feltus, Frank Alexander",
BCHM,8070,1,Masters Journal Club,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Starr-Moss, Alison Nicole",
BCHM,8070,2,EukPath Club,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Paul, Kimberly S",
BCHM,8070,3,EPIC J. Club Metabolism,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Paul, Kimberly S",
BCHM,8100,1,Princ of Molecular Biology,93%,7%,0%,0%,0%,0%,0%,0%,0%,"Tsai, Kate Leanne Willingha",
BCHM,8250,1,Seminar I,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Morris, Meredith Teilhet",
BCHM,8900,10,Adv Molecular Biology,43%,43%,14%,0%,0%,0%,0%,0%,0%,"Lackey, Lela Lynn",
BDSI,8000,1,Biomed Data Sci & Info Seminar,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Dean, Brian Christopher",
BE,1990,1,BE CI Extravaganza!,0%,0%,0%,0%,0%,83%,0%,17%,0%,"Drapcho, Caye Marie",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Thursday, February 1, 2024",,,,,,,,,,,,,Page 15 of 135,
Grades Report for 202308,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,,D,F,P,F(P),W,I,Instructor,Honor
BE,3100,1,Biosystems Engr Thermodynamics,53%,20%,13%,13%,,0%,0%,0%,0%,0%,"Vanegas Gamboa, Diana",
,,,,,,,,,,,,,,Carolina,
BE,3200,1,Principles & Prac of Geomatics,63%,32%,,5%,0%,0%,0%,0%,0%,0%,"Owino, Tom O.",
BE,4100,1,Biological Kinetics,59%,35%,,6%,0%,0%,0%,0%,0%,0%,"Drapcho, Caye Marie",
BE,4210,1,Engr Sys for Soil Water Mgt,73%,18%,,9%,0%,0%,0%,0%,0%,0%,"Darnault, Christophe",
BE,4740,1,BE Design Project Managment,88%,,6%,0%,0%,6%,0%,0%,0%,0%,"Owino, Tom O.",
BE,4750,1,BE Capstone Design,88%,12%,,0%,0%,0%,0%,0%,0%,0%,"Darnault, Christophe",
BE,4990,3,CI: Oyster & Mussel Restor,,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Drapcho, Caye Marie",
BE,4990,5,Creative Inquiry:,Biodiesel,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Dodd, Thomas Herman",
BIOE,1010,1,Biol for Bioengr,82%,14%,,4%,0%,0%,0%,0%,0%,0%,"Harvey, Tyler George",
BIOE,2000,1,Bioengr Professional Devel,97%,,3%,0%,0%,0%,0%,0%,0%,0%,"Dean, Delphine",
BIOE,2010,2,Intro Biomed Engr,86%,13%,,1%,0%,0%,0%,0%,0%,0%,"Bruce, Maria Margarita",
,,,,,,,,,,,,,,Rodriguez,
BIOE,3020,1,Biomaterials,49%,44%,,5%,2%,0%,0%,0%,0%,0%,"Webb, Charles K",
BIOE,3100,1,Engr Analysis of Physiol Proc,80%,16%,,4%,0%,0%,0%,0%,0%,0%,"Booth, Brian William",
BIOE,3200,1,Biomechanics,78%,16%,,5%,1%,0%,0%,0%,0%,0%,"Nagatomi, Jiro",
BIOE,3210,1,Biofluid Mechanics,49%,40%,,5%,5%,0%,0%,0%,1%,0%,"Gao, Zhi",
BIOE,3460,1,Biomolecular Thermodynamics,79%,14%,,3%,3%,0%,0%,0%,0%,0%,"Vertegel, Alexey Alexandrovich",
BIOE,3470,1,Transport Processes in Bioengr,80%,19%,,0%,1%,0%,0%,0%,0%,0%,"Cottle, Renee Nicole",
BIOE,3700,1,Bioinst & Imaging,65%,25%,,8%,3%,0%,0%,0%,0%,0%,"Gilmore, Jordon Anthony",
,,,,,,,,,,,,,,Stowe,
BIOE,4030,1,Applied Bio E Design,74%,26%,,0%,0%,0%,0%,0%,0%,0%,"Singapogu, Ravikiran Bhaskar",
BIOE,4120,1,Orthopaedic Engr and Pathology,53%,39%,,8%,0%,0%,0%,0%,0%,0%,"Harman, Melinda K",
BIOE,4200,1,Sports Engineering,79%,13%,,4%,4%,0%,0%,0%,0%,0%,"Harvey, Tyler George",
BIOE,4480,1,Tissue Engineering,55%,45%,,0%,0%,0%,0%,0%,0%,0%,"Alexander, Angela Antoinette",
BIOE,4500,1,ST-Endocrine Physio & Disease,91%,,9%,0%,0%,0%,0%,0%,0%,0%,"Dunn, Heather Walker",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,
